	Username	Text	mentions	retweets	hastags	geo	favorites	date	month	day	hour
0		Running a bit late, but #solidariTEA to the 4 women fighting against gender discrimination in academia @NUIGsolidariTEA pic.twitter.com/jrDlbTS1wv	@NUIGsolidariTEA	13	#solidariTEA		52	2017-12-07 13:34:24	12	7	13
0		Showing support to the those opposing gender discrimination in the Irish Higher Education system #solidariTEA pic.twitter.com/tMr3bGpMTS		5	#solidariTEA		11	2017-12-07 13:33:22	12	7	13
0		#solidariTEA with the women of @nuigalway from Salford @NUIGsolidariTEA @uoswomensvoice pic.twitter.com/rfwGq5lKmK	@nuigalway @NUIGsolidariTEA @uoswomensvoice	6	#solidariTEA		15	2017-12-07 13:32:40	12	7	13
0		We support and salute our brave colleagues in @nuigalway who fight tirelessly to have the voices of women in higher education heard & injustices redressed - #solidariTEA from @LimerickIT @AppSocScs_LIT @AoifePTweet @lisascottpsych @stritchj @1mariewalsh pic.twitter.com/CU9XRlov6I	@nuigalway @LimerickIT @AppSocScs_LIT @AoifePTweet @lisascottpsych @stritchj @1mariewalsh	5	#solidariTEA		18	2017-12-07 13:31:53	12	7	13
0		Great turnout at #solidariTEA in Leinster House in support of @NUIGsolidariTEA ! pic.twitter.com/rBdrlId9Wa	@NUIGsolidariTEA	9	#solidariTEA		20	2017-12-07 13:27:58	12	7	13
0		in #solidariTEA with colleagues @gcs_ul @NUIGsolidariTEA @MichelineShSk fighting for #genderequality in higher ed pic.twitter.com/GuDxNsorDr	@gcs_ul @NUIGsolidariTEA @MichelineShSk	5	#solidariTEA #genderequality		18	2017-12-07 13:27:53	12	7	13
0		Good to support #solidariTEA @NUIGsolidariTEA , thanks to @ivanabacik and @aliceeire for organising pic.twitter.com/YdGA1q9iiG	@NUIGsolidariTEA @ivanabacik @aliceeire	14	#solidariTEA		36	2017-12-07 13:22:06	12	7	13
0		#solidariTEA from Liverpool :) pic.twitter.com/v8nPrjftDS		2	#solidariTEA		10	2017-12-07 13:12:16	12	7	13
0		The mug is from @LawUCC but the tea and I call @IrishCentreHR @NUIGLaw academic home these days. #solidariTEA @NUIGsolidariTEA pic.twitter.com/GJyQwkwA4Z	@LawUCC @IrishCentreHR @NUIGLaw @NUIGsolidariTEA	7	#solidariTEA		29	2017-12-07 13:09:09	12	7	13
0		At a conference - but still got to raise a cup in support of my colleagues @NUIGsolidariTEA #SolidariTEA #genderdiscrimination pic.twitter.com/coByVBkmI7	@NUIGsolidariTEA	4	#SolidariTEA #genderdiscrimination		12	2017-12-07 13:08:06	12	7	13
0		#SolidariTEA from Dr T (IN DCU, not OF DCU) I'm support #NUIG women fighting #genderdiscrimination @NUIGsolidariTEA pic.twitter.com/ib9h3JCZKe	@NUIGsolidariTEA	8	#SolidariTEA #NUIG #genderdiscrimination		15	2017-12-07 13:05:56	12	7	13
0		Sending #solidariTea to the discrimination-fighting superheroes of @NUIGsolidariTEA (And who among us is not now a 'Problem Region of Europe?' pic.twitter.com/HhO63yizFK	@NUIGsolidariTEA	7	#solidariTea		15	2017-12-07 13:05:23	12	7	13
0		Supporting nuigs work against gender discrimination with a nice cuppa at RCSI #solidariTEA @NUIGsolidariTEA pic.twitter.com/6GN6iclTvf	@NUIGsolidariTEA	8	#solidariTEA		13	2017-12-07 13:02:37	12	7	13
0		Too happy a mug to express how strongly I feel against gender discrimination in the workplace while I have #SolidariTEA to @NUIGsolidariTEA @nuigalway from The Hague pic.twitter.com/J3zTDpytVn	@NUIGsolidariTEA @nuigalway	9	#SolidariTEA		17	2017-12-07 12:57:50	12	7	12
0		the sun shone for #SolidariTEA today. amazing turnout, here at NUIG & globally. the campaign continues. photo with @DrRHilliard :) pic.twitter.com/O670Lkirrn	@DrRHilliard	7	#SolidariTEA		39	2017-12-07 12:55:59	12	7	12
0		The mugs are still useful! #solidariTEA https:// twitter.com/maireadenright /status/938730205304250369 …		7	#solidariTEA		22	2017-12-07 12:54:03	12	7	12
0		Offering my #solidariTEA from #SRHE2017 in Wales! See work with @kellycoate on gender and prestige http://www. tandfonline.com/doi/abs/10.108 0/01425692.2014.955082 … with more coming soon! #impact @KingsCollegeLon @KingsSSPP @policyatkings	@kellycoate @KingsCollegeLon @KingsSSPP @policyatkings	8	#solidariTEA #SRHE2017 #impact		12	2017-12-07 12:49:11	12	7	12
0		#solidariTEA from Manchester @soccaremanmet pic.twitter.com/29WPmOyT9x	@soccaremanmet	5	#solidariTEA		11	2017-12-07 12:45:30	12	7	12
0		Off to make my solidarity cuppa here in Cork to stand with the women of @nuigalway against gender discrimination in #HigherEducation #solidariTEA @NUIGsolidariTEA Ps its Yorkshire tea, not Barry's! pic.twitter.com/kFqZ5NlA3t	@nuigalway @NUIGsolidariTEA	7	#HigherEducation #solidariTEA		15	2017-12-07 12:44:31	12	7	12
0		#solidariTEA ! Tremendous support for the 4 women fighting for gender equality at NUI Galway! pic.twitter.com/3YlMLq3k76		31	#solidariTEA		67	2017-12-07 12:41:19	12	7	12
0		Taking a break from essays to stand in #solidariTEA with my fellow academics. End gender discrimination in higher education. @NUIGsolidariTEA pic.twitter.com/zvjQWOsInf	@NUIGsolidariTEA	5	#solidariTEA		14	2017-12-07 12:40:57	12	7	12
0		Solidarity at @EdinburghUni from students and staff @NUIGsolidariTEA #solidariTEA pic.twitter.com/xHLumCtx2I	@EdinburghUni @NUIGsolidariTEA	7	#solidariTEA		24	2017-12-07 12:38:21	12	7	12
0		#solidariTEA @MichelineShSk The best TEA ever this morning, tea with hugs and gratitude for the great women that pick up the legacy of our grandmothers and great-grandmothers and remind us to charge forward and lean back. THANK YOU!	@MichelineShSk	8	#solidariTEA		23	2017-12-07 12:37:39	12	7	12
0		Checking in from sunny #Santiago #Chile . They don't have Lyons or Barry's here, so morning coffee with my friends @nuigalway @NUIGsolidariTEA #solidariTEA pic.twitter.com/4YCRUnUVnI	@nuigalway @NUIGsolidariTEA	5	#Santiago #Chile #solidariTEA		24	2017-12-07 12:31:51	12	7	12
0		#solidariTEA @NUIGsolidariTEA at Edinburgh University pic.twitter.com/zAYaJR4j4H	@NUIGsolidariTEA	8	#solidariTEA		14	2017-12-07 12:31:01	12	7	12
0		#solidariTEA with @NUIGsolidariTEA from Durham. pic.twitter.com/1q7Rd9H0BN	@NUIGsolidariTEA	8	#solidariTEA		16	2017-12-07 12:28:27	12	7	12
0		Some coffee-infused #solidariTEA with my female colleagues at @nuigalway @NUIGsolidariTEA against systemic gender discrimination. pic.twitter.com/m9zZ16lOon	@nuigalway @NUIGsolidariTEA	5	#solidariTEA		12	2017-12-07 12:22:59	12	7	12
0		@kellycoate gives a talk about gender discrimination in Higher Education at #KingsCollegeLondon #solidariTEA https:// twitter.com/gskupinski93/s tatus/938727625010315265 …	@kellycoate	5	#KingsCollegeLondon #solidariTEA		11	2017-12-07 12:22:38	12	7	12
0		#solidariTEA with women at NUIG. pic.twitter.com/0uJbtKt0gM		4	#solidariTEA		18	2017-12-07 12:21:36	12	7	12
0		Amazing display of #solidariTEA from staff, students and the wider community supporting gender equality at NUI Galway. pic.twitter.com/evrVOCT73W		10	#solidariTEA		26	2017-12-07 12:21:00	12	7	12
0		#solidariTEA pic.twitter.com/ROleaIO0vD		3	#solidariTEA		13	2017-12-07 12:20:04	12	7	12
0		#solidariTEA from this @nuigalway grad. & Yoda. Thanks for continuing to campaign for gender equality @NUIGsolidariTEA pic.twitter.com/dFJxGCgDsI	@nuigalway @NUIGsolidariTEA	3	#solidariTEA		8	2017-12-07 12:17:52	12	7	12
0		Working from home today - but full support for #solidariTEA		4	#solidariTEA		8	2017-12-07 12:16:31	12	7	12
0		Solidarity @NUIGsolidariTEA from the Hanna Sheehy Skeffington @ucddublin #SolidariTEA pic.twitter.com/WuVJBxODkF	@NUIGsolidariTEA @ucddublin	5	#SolidariTEA		16	2017-12-07 12:14:55	12	7	12
0		@gcs_ul & Gender ARC UL raising a cup in #solidariTEA with our colleagues @NUIGsolidariTEA pic.twitter.com/c4j1WjzPe9	@gcs_ul @NUIGsolidariTEA	11	#solidariTEA		18	2017-12-07 12:14:37	12	7	12
0		#solidariTEA to @NUIGsolidariTEA from Newcastle. pic.twitter.com/o0HmplYFeU	@NUIGsolidariTEA	6	#solidariTEA		12	2017-12-07 12:13:22	12	7	12
0		Learning more about gender discrimination in Irish Higher Education with @kellycoate #solidariTEA #kingscollegelondon pic.twitter.com/RL6p51O7Vl	@kellycoate	11	#solidariTEA #kingscollegelondon		25	2017-12-07 12:11:21	12	7	12
0		Brilliant turn out and lovely atmosphere for #solidariTEA at NUIG. Well done all, in Galway and beyond. https:// twitter.com/NUIGsolidariTE A/status/938719703970844678 …		5	#solidariTEA		10	2017-12-07 12:11:15	12	7	12
0		Despite what my mug says, I do have very strong views against discrimination in the workplace. #SolidariTEA @NUIGsolidariTEA pic.twitter.com/nLYakr1e9A	@NUIGsolidariTEA	4	#SolidariTEA		14	2017-12-07 12:09:49	12	7	12
0		Solidarity and support from @EdinburghUni students and staff @NUIGsolidariTEA #solidariTEA #genderdiscrimination	@EdinburghUni @NUIGsolidariTEA	5	#solidariTEA #genderdiscrimination		13	2017-12-07 12:09:19	12	7	12
0		Sending peppermint #SolidariTEA to @NUIGsolidariTEA from Birmingham. The fight against gender discrimination is a shared one. pic.twitter.com/TJ2KeThwwI	@NUIGsolidariTEA	10	#SolidariTEA		27	2017-12-07 12:09:10	12	7	12
0		Supporting #solidariTEA @LimerickIT @AppSocScs_LIT @IrishLimericker @NUIGsolidariTEA @worried_teacher @lorrainetansey @stritchj @lisascottpsych pic.twitter.com/nuloUSvU4c	@LimerickIT @AppSocScs_LIT @IrishLimericker @NUIGsolidariTEA @worried_teacher @lorrainetansey @stritchj @lisascottpsych	4	#solidariTEA		16	2017-12-07 12:07:20	12	7	12
0		Showing support to the those opposing gender discrimination in the Irish Higher Education system #solidariTEA Thanks #sspp and @kellycoate for holding cake sale @KingsCollegeLon pic.twitter.com/QrIXdJrrBS	@kellycoate @KingsCollegeLon	7	#solidariTEA #sspp		13	2017-12-07 12:07:14	12	7	12
0		#SolidariTEA this morning @tcddublin - supporting staff @nuigalway #HigherEd https:// twitter.com/megafloods/sta tus/938708880816734208 …	@tcddublin @nuigalway	8	#SolidariTEA #HigherEd		19	2017-12-07 12:02:10	12	7	12
0		Raising a cup in #solidariTEA with out colleagues in NUIG @NUIGsolidariTEA https:// twitter.com/drtinamorin/st atus/938716382010789888 …	@NUIGsolidariTEA	3	#solidariTEA		10	2017-12-07 12:02:06	12	7	12
0		It's 7pm where I am so I'm having a beer in #solidariTEA with friends and colleagues @nuigalway @NUIGsolidariTEA pic.twitter.com/nEinVupp9R	@nuigalway @NUIGsolidariTEA	10	#solidariTEA		29	2017-12-07 12:01:34	12	7	12
0		In #solidariTEA with women at NUI Galway, time to end gender bias and discrimination in higher education @NUIGsolidariTEA pic.twitter.com/vjcRalzKuT	@NUIGsolidariTEA	10	#solidariTEA		23	2017-12-07 11:58:27	12	7	11
0		#solidariTEA @NUIGsolidariTEA Sharing a rainy day cup of tea with you. pic.twitter.com/KpbwqMtouV	@NUIGsolidariTEA	4	#solidariTEA		8	2017-12-07 11:57:47	12	7	11
0		My #solidariTEA this morning. @CGFS_UCD pic.twitter.com/ROi2RNL3LT	@CGFS_UCD	6	#solidariTEA		14	2017-12-07 11:56:28	12	7	11
0		WOW Exciting heading to #solidariTEA @nuigalway @NUIGsolidariTEA	@nuigalway @NUIGsolidariTEA	3	#solidariTEA		5	2017-12-07 11:52:29	12	7	11
0		Podremos ver @CalleSalvador y a @RubenM_Oficial y disfrutar de su arte y su solidaridad en #AlcaladeHenares #Alcala #Navidad #NavidadAlcalá #solidariTEA #Solidaridad #music pic.twitter.com/9GyPT69iQt	@CalleSalvador @RubenM_Oficial	7	#AlcaladeHenares #Alcala #Navidad #NavidadAlcalá #solidariTEA #Solidaridad #music		8	2017-12-07 11:51:22	12	7	11
0		Raising a cup in support for NUIG colleagues #solidariTEA from Patricia in @SchoolOfEd_UL @NUIGsolidariTEA @GrainneWalshe @marygtroche pic.twitter.com/Rby5uGBNYT	@SchoolOfEd_UL @NUIGsolidariTEA @GrainneWalshe @marygtroche	10	#solidariTEA		31	2017-12-07 11:48:26	12	7	11
0		@folieadeuxed , myself Rachel, Adrienne, Ciaran, Tina at #solidariTEA pic.twitter.com/WvdcJj8dSH	@folieadeuxed	5	#solidariTEA		11	2017-12-07 11:47:56	12	7	11
0		Delighted to be showing #solidariTEA to our colleagues at NUIG @NUIGsolidariTEA @HPRC_NUIG @NUIG_Medicine pic.twitter.com/LbrNjUZ1yU	@NUIGsolidariTEA @HPRC_NUIG @NUIG_Medicine	13	#solidariTEA		33	2017-12-07 11:47:03	12	7	11
0		Tadgh and Ursula at #solidariTEA (it's his first selfie!) pic.twitter.com/8pmNz7KT6q		5	#solidariTEA		24	2017-12-07 11:46:34	12	7	11
0		@NUIGsolidariTEA in full solidarity with my friends and former colleagues @nuigalway from @DurhamLawSchool #genderequality within #HE is a must! #solidariTEA pic.twitter.com/u2qxfcB4EE	@NUIGsolidariTEA @nuigalway @DurhamLawSchool	9	#genderequality #HE #solidariTEA		21	2017-12-07 11:45:29	12	7	11
0		#solidariTEA bake sale and coffee morning happening at Bush House NE floor 2 social space till 11.30, with a talk from @kellycoate at 11 - please pop on over and show your support against discrimination in the Higher Education system! #Education pic.twitter.com/rPVzivYMfO	@kellycoate	4	#solidariTEA #Education		13	2017-12-07 11:45:20	12	7	11
0		The din in the Orbsen building @nuigalway at #solidariTEA was massive. Huge crowd here! pic.twitter.com/zcGuy13Ib5	@nuigalway	12	#solidariTEA		34	2017-12-07 11:45:17	12	7	11
0		@NUIGsolidariTEA in full solidarity with my friends and former colleagues @nuigalway from @DurhamLawSchool #genderequality within #HE is a must! #solidariTEA pic.twitter.com/blnq66Cu5v	@NUIGsolidariTEA @nuigalway @DurhamLawSchool	7	#genderequality #HE #solidariTEA		10	2017-12-07 11:44:42	12	7	11
0		#solidariTEA from MU a big cheers! @NUIGsolidariTEA #genderequality @KEnglishLab @FionaWalsh14 pic.twitter.com/5Zc9CQvqWE	@NUIGsolidariTEA @KEnglishLab @FionaWalsh14	5	#solidariTEA #genderequality		19	2017-12-07 11:42:14	12	7	11
0		Organisers and chief provocateur @MichelineShSk #solidariTEA pic.twitter.com/0hvAlsrkkJ	@MichelineShSk	9	#solidariTEA		24	2017-12-07 11:39:52	12	7	11
0		Coffee @bristolunilaw in #solidariTEA with friends and those who taught me @nuigalway @NUIGsolidariTEA pic.twitter.com/zaZDzhbfRT	@bristolunilaw @nuigalway @NUIGsolidariTEA	8	#solidariTEA		19	2017-12-07 11:39:16	12	7	11
0		Two things are certain in life: 1. Women need equal opportunities 2. You can't beat a good cup of tea #solidariTEA pic.twitter.com/7qwHvQDG4V		6	#solidariTEA		22	2017-12-07 11:37:42	12	7	11
0		All enjoying their #solidariTEA coffee morning here @ucddublin in the Hanna Sheehy Skeffington Bld. Raising a cup to our 4 brave colleagues in @nuigalway @NUIGsolidariTEA @CGFS_UCD pic.twitter.com/ZPwXT2pW6a	@ucddublin @nuigalway @NUIGsolidariTEA @CGFS_UCD	12	#solidariTEA		49	2017-12-07 11:36:33	12	7	11
0		Tea/coffee and lots of lovely baked goods here in the orbsen building foyer @nuigalway for @NUIGsolidariTEA #SolidariTEA pic.twitter.com/UbponwL5Y5	@nuigalway @NUIGsolidariTEA	3	#SolidariTEA		15	2017-12-07 11:33:43	12	7	11
0		Enjoying a cuppa here in #Cardiff in support of @NUIGsolidariTEA #solidariTEA #genderdiscrimination pic.twitter.com/FnO9EjvdL5	@NUIGsolidariTEA	7	#Cardiff #solidariTEA #genderdiscrimination		31	2017-12-07 11:33:38	12	7	11
0		Homemade coffee in support of #NUIGsolidariTEA #solidariTEA pic.twitter.com/RVNlEjblA0		3	#NUIGsolidariTEA #solidariTEA		6	2017-12-07 11:31:15	12	7	11
0		Raising a cup in #solidariTEA with @maggieoneillt @NUIGsolidariTEA pic.twitter.com/mSlQ4YFyON	@maggieoneillt @NUIGsolidariTEA	0	#solidariTEA		8	2017-12-07 11:26:40	12	7	11
0		virtual herbal tea from me in support of #solidariTEA https:// twitter.com/enortee/status /938712189367672833 …		3	#solidariTEA		11	2017-12-07 11:25:39	12	7	11
0		Stand up against gender discrimination in higher education #solidariTEA #kingscollegelondon pic.twitter.com/otJYPkUStQ		7	#solidariTEA #kingscollegelondon		16	2017-12-07 11:23:38	12	7	11
0		Tweet from Muriel Grenon: Success for today's @NUIGsolidariTEA coffee morning! #solidariTEA http:// dlvr.it/Q4nD1G	@NUIGsolidariTEA	3	#solidariTEA		6	2017-12-07 11:23:06	12	7	11
0		#solidariTEA bake sale and coffee morning at King’s College, fighting discrimination against women in Irish Higher Education! pic.twitter.com/1cKibjRk3y		9	#solidariTEA		32	2017-12-07 11:22:53	12	7	11
0		So sorry I can't make it to @NUIGsolidariTEA @nuigalway this morning but raising a virtual cuppa here to show #solidariTEA https:// twitter.com/Chris__Noone/s tatus/938703998382759937 …	@NUIGsolidariTEA @nuigalway	6	#solidariTEA		14	2017-12-07 11:22:41	12	7	11
0		Success for today's @NUIGsolidariTEA coffee morning! #solidariTEA pic.twitter.com/F9UHuj5vdi	@NUIGsolidariTEA	7	#solidariTEA		24	2017-12-07 11:21:09	12	7	11
